sample	clade	PC1	PC2
A29-27__BIvDNAnae0003A03_E11	Vv	-30.887517661764058	-0.09473302271514569
Frankentaler__EXTvDNAbar0011B01_B11	Vv	-31.002818924334957	-0.6173779925024241
S0309__vDNAhei1330F04_E05	NA2	26.921595946785427	18.028856046713337
210__EXTvDNAels0023A02_F11	Mus	41.34717509670921	-44.00178634360681
Y525-64__BIvDNAnae0003A03_H10	Vv	-31.544582937311834	-0.5151671875663486
UMT8__EXTvDNAWOR0047A01_B08	Mus	35.344740476238385	-37.89075350843504
DVIT2310_0000B__BIvDNAara1101A05_B09	Vv	-20.94568681013396	-1.768746605682602
DVIT0467_0000D__BIvDNAara1075G03_A07	Vv	-24.243632923747537	-2.093581388609944
2020_5_28_16138121__vDNAlon509B01_F05	Vv	-28.099940692268206	-0.366070528529448
160x271_839__vDNAlon505A09_F12	NA1	39.455035832217646	39.04006649760982
DVIT0744_0000D__BIvDNAara1102A06_H12	Vv	-19.401431983507226	-1.4502254387610476
W0361__vDNAhei1341G03_C10	Vv	-24.140567981395545	0.8550113201519458
9.6.109__EXTvDNAbar0004E09_H06	Vv	-31.908284829707412	-0.5175671115747836
2216.0007A__BIvDNAara0053E05_G12	NA2	28.37010061670695	23.9351775718218
Y151-128__BIvDNAnae0002A02_H11	Vv	-31.683558515507542	-0.6005338573416938
HAR3__EXTvDNAWOR0047A01_D01	Mus	36.845827302288136	-38.82419582873792
DVIT0850_0000C__BIvDNAara1100A04_H11	Vv	-22.17658022781478	-1.722227510451623
319__EXTvDNAels0025A04_D01	Mus	41.12109137120976	-44.254725759703135
WCM9__EXTvDNAWOR0047A01_A09	Mus	34.47064879198026	-36.85719859930658
K1061__vDNAhei1309D07_A01	Vv	-28.254961451523574	-0.5736567635019169
ND_1_86_109__vDNAhat900H11_A02	NA1	37.16631889035987	35.76240710822386
E122__vDNAlon1139F07_H05	NA1	41.09665222540068	40.777690218255394
160x271_767__vDNAlon505A09_A03	NA1	35.75620192991878	34.61684789945091
6.14.172__EXTvDNAbar0001A02_F06	Vv	-32.13499465712745	-0.7671435157604192
jBLi__EXTvDNAZYP0037A03_H12	Vv	-28.212724091419	0.21832520016683313
142__EXTvDNAels0023A02_B02	Mus	41.61696232234221	-44.55879321370982
160x271_883__vDNAlon506A10_B06	NA1	38.51331342013339	37.53075158423002
DVIT1663.E__BIvDNAara1089H05_C01	Vv	-29.192667744443284	-1.0590922149320012
